Tokens,Sentiment_score,Sentiment_emotion,Part_of_speech
"['drug', 'dealers', 'always', 'putting', 'you', 'on', 'hold', 'ten', 'times', 'in', 'a', '20', 'minute', 'phone', 'call', '...', '😭', 'talking', 'bout', 'hold', 'on', 'real', 'fast', '...', 'click']",-1,Sadness,VERB
"['the', 'same', 'exact', 'thing', '!', 'ima', 'use', 'it', 'though', 'cause', 'i', 'don', '’', 't', 'wanna', 'waste', 'my', 'money', '😂']",1,Joy,VERB
"['look', 'at', ""korea's"", 'visual', '😍']",1,Love,ADJ
"['hello', 'gorgeous', '.', 'i', 'purple', 'you', '💜']",1,Love,ADJ
"['scofield', 'is', 'baegance', 'hahahhaha', '...', 'smart', 'guys', 'got', 'me', 'like', '😍']",1,Love,ADJ
"['charot', 'lang', '😝']",1,Joy,ADJ
"['aaaaa', 'so', 'cute', '❤']",1,Love,ADJ
"['whoo', 'is', 'your', 'oomf', '?', '—', 'no', 'tiene', 'nombre', '🙊']",1,Joy,NOUN
"['🔥', 'cuffing', 'szn', 'is', 'over', ',', 'its', 'single', 'season', ',', 'so', 'come', '&', 'party', '@', '@', 'pure', 'lounge', '!', 'text', 'mvpsaturdays', 'to', '545454', '…']",1,Joy,NOUN
"['i', 'have', 'never', 'beeen', 'more', 'ceeertaaain', '💫']",1,Joy,ADJ
"['night', 'nurse', 'looks', 'as', 'green', 'as', 'he-hulk', '🤔', 'but', 'if', 'it', 'helps', 'me', 'get', 'better', 'i', '’', 'm', 'not', 'complaining', 'nightnurse', '.']",-1,Disgust,ADJ
"['having', 'boys', 'as', 'friends', 'is', 'coo', 'until', 'they', 'tell', 'you', 'they', 'want', 'you', '🙄', '.']",-1,Disgust,ADJ
"['oh', 'my', 'gooooood', '😹']",1,Joy,ADJ
"['just', 'landed', 'in', 'orlando', '✈', '️']",1,Joy,NOUN
"['happy', 'birthday', 'terese', '💖']",1,Love,NOUN
"['love', 'you', 'my', 'bro', '.', '🤘']",1,Joy,ADJ
"['yea', 'hope', 'to', 'meet', 'you', 'in', 'singapore', '💚', '!', '!', 'love', 'you', 'too']",1,Love,ADJ
"['my', 'current', 'dilemma', ',', 'but', 'this', 'is', 'also', 'why', 'i', 'went', 'from', 'one', 'to', 'three', 'kids', 'overnight', '..', 'wtf', '😩']",-1,Sadness,VERB
"['can', 'we', 'talk', 'about', 'their', 'inability', 'to', 'distinguish', 'a', '0', 'from', 'an', 'o', 'as', 'well', '?', '😡']",-1,Anger,ADJ
"['and', 'bavaria', 'has', 'only', '13', 'million', 'people', '.', 'so', 'i', ""don't"", 'think', 'i', 'really', 'have', 'high', 'fears', 'of', 'voxxclub', 'winning', '😌']",0,Surprise,ADJ
"['tell', 'her', 'again', '😂']",1,Joy,VERB
"['going', 'on', 'now', 'at', 'chennai', '!', '!', '👍']",1,Joy,ADJ
"['y', 'do', 'people', 'keep', 'making', 'hot', 'pink', 'lipstick', '😭', 'no', 'one', 'wears', 'it', '.']",-1,Sadness,VERB
"['i', 'love', 'all', 'my', 'friends', '.', 'all', 'of', 'u', '.', 'each', 'one', 'of', 'u', '.', 'yall', 'have', 'a', 'place', 'in', 'my', 'heart', 'n', 'i', 'love', 'u', 'so', 'much', '.', 'yall', 'know', 'who', 'u', 'r', '💛']",1,Love,NOUN
"['fact', 'check', '-', '-', '-', 'true', '😁']",1,Joy,VERB
"['if', 'i', ""ain't"", 'got', 'you', '.', '💙']",1,Love,NOUN
"['yeah', 'i', '’', 'm', 'in', 'tears', 'with', 'laughter', 'reading', 'your', 'tweets', '...', 'you', 'speechless', 'indio', '😜']",1,Joy,ADJ
"['nah', 'if', 'we', 'ain', '’', 't', 'living', 'together', 'and', 'i', 'didn', '’', 't', 'make', 'those', 'dishes', 'he', 'gonna', 'clean', 'them', 'up', '💯', 'i', '’', 'll', 'let', 'at', 'him', 'and', 'tell', 'him', '…']",1,Joy,ADJ
"['[', ']', '[', '⚠', '️', ']', 'best', 'fan', 'army', ':', 'three']",-1,Fear,PUNCT
"['no', 'worries', 'will', 'try', 'and', 'join', 'in', 'later', '-', 'off', 'for', 'a', 'bit', 'of', 'youth', 'activism', 'now', '👍']",1,Joy,ADJ
"['i', ""can't"", 'believe', '😄']",1,Joy,VERB
"['""', 'we', 'still', 'cool', 'you', 'just', 'old', ',', 'sorry', 'ass', '""', '😂']",1,Joy,VERB
"['me', 'watching', 'you', 'yesterday', '!', '!', '😘']",1,Love,VERB
"['second', 'release', '!', '!', '2000', 'tickets', 'sold', '😳']",0,Surprise,ADJ
"['heartbreaking', '💔']",-1,sadness,ADJ
"['ahah', 'she', '’', 's', 'so', 'rad', '💘']",1,Love,NOUN
"['[', 'trans', '/', 'indo', ']', '080418', '-', 'baekhyun', 'instagram', 'update', ':', '📎', 'h', '…']",0,Surprise,NOUN
"['only', 'a', 'few', 'days', 'left', 'of', 'camp', 'until', 'we', 'go', 'down', 'to', 'the', 'gold', 'coast', '🦍', '🇦🇺']",1,Joy,NOUN
"['goodnight', 'love', '..', 'i', 'love', 'you', '😉']",1,Love,ADJ
"['he', 'really', 'did', 'the', 'ting', 'there', '😭']",-1,Sadness,VERB
"['imagine', 'lapis', 'sings', 'this', 'to', 'peri', '😏']",1,Joy,ADJ
"['new', 'year', 'new', 'hair', 'color', '!', 'customer', 'made', 'wig', 'extensions', 'and', 'hair', 'color', 'by', 'me', '❤', 'rae', 'black', 'extensions', '…']",1,Love,VERB
"['jung', 'yunho', 'getting', 'hugs', 'plus', 'kisses', 'and', 'surrounded', 'by', 'kids', 'agshbdhjklgkl', 'sweet', 'dreams', 'are', 'made', 'out', 'of', 'this', '!', '!', '!', '😭', 'truly', 'adorable', '…']",-1,Sadness,VERB
"['ladies', 'to', 'watch', 'right', 'now', '...', '👀', '/', '/', '/', '/', '/']",0,Surprise,VERB
"['i', 'can', '’', 't', 'do', 'any', 'other', 'part', 'time', 'job', 'besides', 'serving', 'no', 'more', '😪', 'that', 'money', 'is', 'just', 'way', 'too', 'easy', '.']",-1,Sadness,ADJ
"['2ne1', ""'"", 's', 'comeback', '😍']",1,Love,NOUN
"['ㅋㅋㅋ', 'you', 'take', 'time', 'to', 'do', 'this', 'ㅋㅋ', 'i', 'can', 'hear', 'you', 'laugh', 'from', 'here', '😂']",1,Joy,VERB
"['stunning', 'easilocks', 'hair', 'used', 'to', 'create', 'this', 'silver', 'blonde', 'look', '🙌', 'for', 'a', 'free', 'consultation', 'call', '01344752211', '.']",1,Joy,VERB
"['$', '🤣', 'retweet', 'if', 'you', 'follow', 'back', 'and', 'follow', 'everyone', 'who', 'like', 'or', 'retweets', 'this', 'be', 'the', 'part', 'of', 'family', 'by', '…']",1,Joy,VERB
"['check', 'him', 'out', 'bro', '.', 'fire', '💥']",1,Joy,NOUN
"['but', 'the', 'master', 'chef', 'junior', 'category', 'made', 'me', 'crack', 'so', 'hard', '😂', 'oh', 'my', 'gosh', '~']",1,Joy,VERB
"['haha', '...', 'thank', 'u', '😊']",1,Joy,ADJ
"['wish', 'i', 'was', 'getting', 'one', 'of', 'those', '🙄']",-1,Disgust,ADJ
"[""that's"", 'some', 'bs', '😩', ""i'm"", 'trynna', 'smoke', 'a', 'smackwood']",-1,Sadness,VERB
"['kill', 'me', 'now', 'please', '.', '😺']",0,Surprise,NOUN
"['ooomm', '..', 'my', 'man', '=)', 'my', 'butt', 'hurts', 'after', 'gym', '.', 'check', 'url', 'in', 'profile', 'info', '😍']",1,Love,ADJ
"['it', '’', 's', 'so', 'sad', 'lowkey', ',', 'like', 'how', 'many', 'hips', 'broke', '?', '😢']",-1,sadness,ADJ
"['maggie', 'needs', 'some', 'more', 'moments', 'of', 'happiness', '💫']",1,Joy,NOUN
"['[', 'bts', 'news', ']', 'these', 'are', 'the', 'most', 'expensive', 'jacket', 'ever', 'worn', 'by', 'bts', 'members', '🤑', 'via']",1,Joy,ADJ
"['looool', 'yes', 'and', 'supporting', 'the', ""baby's"", 'back', 'with', 'your', 'arm', '😂']",1,Joy,VERB
"['thinking', 'about', 'my', 'chocolate', 'covered', 'strawberries', 'at', 'the', 'house', '😪']",-1,Sadness,VERB
"['look', 'at', 'what', 'i', 'got', 'today', '😁']",1,Joy,VERB
"['we', 'all', 'need', 'to', 'support', 'and', 'vote', 'erin', 'cruz', 'to', 'get', 'ca', 'back', '‼', '️']",1,Joy,PUNCT
"['🚨', '|', '‘', 'camila', '’', 'is', 'currently', 'in', '93', 'countries', '!']",-1,Fear,NOUN
"['it', '’', 's', 'fucked', 'up', 'i', '’', 'll', 'cut', 'a', 'mf', 'off', 'just', 'because', 'i', 'like', 'em', 'too', 'much', '😂']",1,Anger,VERB
"['going', 'home', '😊']",1,Joy,VERB
"['ball', 'out', '🤑']",1,Joy,ADJ
"['day', '2', 'on', 'a', 'cinnabon', '🤔']",-1,Disgust,ADJ
"[""j's"", 'on', 'mah', 'feet', '😋']",1,Joy,ADJ
"['something', 'always', 'wrong', 'with', 'my', 'school', 'website', '😒']",-1,Disgust,ADJ
"['sol', 'campbell', '’', 's', 'never', 'ending', 'slide', 'tackle', '😂']",1,Joy,VERB
"['paradox', 'dayyyyyy', '🤤']",1,Joy,ADJ
"['why', 'beyonce', 'can', 'perform', 'everyone', 'else', '’', 's', 'songs', 'better', 'than', 'them', '😩']",-1,Sadness,VERB
"['and', 'watch', 'your', 'inboxes', ',', '...', 'yas', '’', 's', 'all', 'important', 'application', 'landing', 'with', 'you', 'very', 'soon', '🎟']",1,Joy,NOUN
"['has', 'michael', 'cohen', 'been', 'running', 'a', 'laundromat', 'for', 'his', '“', 'clients', '”', '?', '?', '?', '🤔']",-1,disgust,ADJ
"[""you're"", 'just', 'warming', 'up', 'my', 'child', '😌']",1,Joy,ADJ
"['so', 'i', 'paid', '$', '2', 'for', 'this', 'unsweet', 'ass', 'tea', 'from', 'the', 'chinese', 'place', '...', 'they', 'got', 'me', 'fucked', 'up', '😑']",-1,Disgust,ADJ
"['looking', 'to', 'rock', 'out', 'today', '?', '❤', '️']",1,Love,VERB
"['we', 'turn', 'clean', 'eating', 'into', 'tasty', 'eating', '🙌', 'order', 'here', ':']",1,Joy,VERB
"['yoooo', 'my', 'boy', 'happy', 'birthday', 'g', '💯']",1,Joy,ADJ
"['welcome', 'to', 'social', 'media', '😂', 'that', 'said', ',', 'you', 'could', 'still', 'learn', '.', 'also', ""you're"", 'not', 'a', 'disappointment', 'to', 'anyone', '.']",1,Joy,VERB
"[""ain't"", 'nobody', ',', 'like', 'mcnulty', '🙌']",1,Joy,ADJ
"['🙄', 'but', 'of', 'course', '..', 'bernie', 'sanders', 'press', 'secretary', ',', 'analyst', 'symone', 'sanders', 'detained', 'at', 'airport', 'after', 'profanity', 'laced', 'temp', '…']",-1,Disgust,ADJ
"['you', 'start', 'to', 'act', 'like', 'who', 'you', 'hang', 'with', '💯']",1,Joy,ADJ
"['yes', '!', 'it', 'was', 'so', 'much', 'fun', '😍']",1,Love,ADJ
"['good', 'night', 'sweet', 'dreams', 'whole', 'night', 'lots', 'of', 'love', '😴']",1,Love,ADJ
"['fuck', 'that', 'whole', 'baby', 'fever', 'phase', '😂', 'i', 'want', 'a', 'puppy']",1,Joy,VERB
"['wtf', 'georgia', 'doing', '😕']",-1,Disgust,ADJ
"['›', '❤', 'stunning', 'vintage', 'shell', 'necklace']",1,Love,NOUN
"['after', 'you', 'make', 'a', 'general', 'post', '😂']",1,Joy,VERB
"['supportive', 'fam', 'forever', '❤', '️']",1,Love,ADJ
"['i', 'totally', 'agree', 'bells', '😁']",1,Joy,VERB
"['me', '&', 'kpop', ':', 'started', 'stanning', '2012', 'but', 'stopped', '(', 'ult', 'was', 'boyfriend', 'and', 'suju', ')', '😁', 'i', 'started', 'stanning', 'again', 'on', 'september', '2', '…']",1,Joy,VERB
"['the', 'first', 'path', 'of', 'the', 'stars', 'crowd', 'unlock', 'is', 'live', '-', 'a', 'piece', 'of', 'a', 'larger', 'mystery', '!', '🔍', 'play', 'the', 'puzzle', 'at', '…']",0,Surprise,NOUN
"['dreeeam', 'bed', '!', '😍']",1,Love,ADJ
"['happy', 'birthday', 'coach', '🎂']",1,Joy,NOUN
"['question', 'is', 'would', 'the', 'moral', 'of', 'the', 'story', 'regarded', 'as', 'an', 'association', 'or', 'causation', '.', 'plus', ',', 'no', 'raw', 'stuff', 'for', 'me', '😂']",1,Joy,VERB
"['good', 'morning', 'to', 'and', 'knowing', 'bro', 'only', '😋']",1,Joy,ADJ
"['currently', ',', 'the', 'love', 'timeline', 'is', 'busy', 'with', '😃']",1,Joy,ADJ
"['❄', 'snow', 'report', 'lech', 'zurs', 'mountain', 'lower', '110', 'cm', ',', 'upper', '305cm', '.', 'lifts', 'open', '67', 'of', '87']",0,Surprise,NOUN
"['so', 'glad', 'you', 'love', 'our', 'show', '!', 'keep', 'the', 'love', 'coming', '❤', '️']",1,Love,VERB
"['ha', '!', 'i', 'was', 'walking', 'my', 'dog', '.', 'pretty', 'close', 'though', '.', '😁']",1,Joy,VERB
"['damn', ',', 'i', 'just', 'want', 'my', 'bed', '😢']",-1,sadness,ADJ
"['edawn', 'for', 'ceci', '2018', 'march', 'issue', '!', '💖']",1,Love,NOUN
"['whose', 'granny', 'is', 'this', '?', '😂']",1,Joy,VERB
"['help', 'a', 'girl', 'put', 'please', ',', 'ty', 'and', 'ilysm', '❤', '️']",1,Love,VERB
"[""it's"", 'official', ':', 'defender', 'is', 'getting', 'his', 'shot', 'with', 'the', '🇺🇸', '✍', '️', '…']",1,Joy,PROPN
"['sippin', 'my', 'wine', '🍷']",1,Joy,NOUN
"['what', 'am', 'i', 'here', 'for', '?', 'this', '.', 'i', 'admire', 'jin', '’', 's', 'confidence', 'thanks', 'for', 'existing', '❤', '️']",1,Love,VERB
"['titude', 'for', 'no', 'reason', '.', '😩']",-1,Sadness,ADJ
"['“', 'ashley', 'will', 'you', 'go', 'to', 'prom', 'with', 'me', '?', '”', 'hehe', 'i', 'got', 'asked', 'to', 'prom', 'today', '!', 'all', 'i', 'can', 'say', 'is', 'that', 'i', 'loved', 'it', '!', '💗', 'than', '…']",1,Love,NOUN
"['you', '’', 're', 'so', 'sweet', 'to', 'think', 'of', 'me', '.', 'let', '’', 's', 'catch', 'up', 'soon', '☕', '️']",1,Joy,NOUN
"['i', 'want', 'a', 'snow', 'day', '😰']",-1,Fear,ADJ
"['the', 'way', 'a', 'girl', 'slide', 'in', 'my', 'dms', 'tell', 'me', 'everything', 'i', 'need', 'to', 'know', 'about', 'her', '😂']",1,Joy,VERB
"['enjoy', 'your', 'holiday', 'herin', '!', '💞']",1,Love,ADJ
"['i', 'actually', 'had', 'a', 'piece', 'of', 'this', 'actual', 'cake', '😳', 'it', 'was', 'huge', 'and', 'looked', 'and', 'tasted', 'incredible', '.', 'it', 'was', 'at', 'the', 'wrexham', '...']",0,Surprise,ADJ
"['bowling', '&', 'deep', 'south', 'taco', 'tonight', '!', '!', '!', 'love', 'triple', 'dates', '❤', '️']",1,Love,VERB
"['how', 'to', 'pronounce', 'scream', 'rolled', '↺', 'rt', '❤']",1,Love,PUNCT
"[""you're"", 'beautiful', 'but', 'some', 'avoid', 'noticing', 'it', '👩']",1,Love,NOUN
"[':', 'today', 'is', 'the', 'day', '💜']",1,Love,ADJ
"['fuck', 'i', 'should', 'of', 'ate', 'this', 'morning', '😩']",-1,Sadness,VERB
"['sorry', 'i', 'mean', '19-2', '😂', 'lol']",1,Joy,VERB
"['the', 'futurist', 'in', 'me', 'must', 'see', 'pics', 'of', '43ft', 'waves', '🌊']",1,Joy,NOUN
"['©', 'thomas', 'annan']",0,Surprise,PUNCT
"['wow', '*', 'sits', 'down', '*', '💔']",-1,sadness,ADJ
"['i', '’', 'm', 'highkey', 'funny', 'af', '😂']",1,Joy,VERB
"['😘', 'if', 'you', 't', '…']",1,Love,ADJ
"['aw', 'ok', 'but', 'bet', '😂']",1,Joy,VERB
"['they', 'love', 'you', 'in', 'public', 'but', 'be', 'hating', 'in', 'private', '😗']",0,Surprise,VERB
"['7', 'down', '...', 'gng', 'down', 'like', 'pack', 'of', 'cards', '😄']",1,Joy,ADJ
"['miss', 'hearing', 'i', 'love', 'yous', '☹', '️']",-1,sadness,ADJ
"['top', 'o', ""'"", 'the', 'mornin', ""'"", 'to', 'ya', '(', 'or', 'evening', 'depending', 'where', 'you', 'are', '😋', ')', 'hope', 'you', 'had', 'an', 'amazing', 'st', '.', ""patrick's"", 'day', '!', 'makes', 'me', 'want', 't', '…']",1,Joy,ADJ
"['rt', 'all', 'who', 'rts', 'train', '185', '👇']",0,Surprise,ADP
"['why', 'did', '“', 'on', 'my', 'block', '”', 'have', 'to', 'end', 'they', 'way', 'dude', '😓']",-1,Sadness,ADJ
"['rt', 'all', 'who', 'rts', 'train', '21', '👇']",0,Surprise,ADP
"['😱', 'racist', 'president', '?', '“', 'today', 'we', 'celebrate', 'dr', '.', 'king', 'for', 'standing', 'up', 'for', 'the', 'self-evident', 'truth', 'americans', 'hold', 'so', 'dear', ',', 'that', 'no', '…']",-1,Fear,ADJ
"['tyler', 'the', 'russian', 'oligarch', '😂']",1,Joy,VERB
"['trust', 'me', 'if', 'traveling', 'was', 'free', 'i', 'would', 'be', 'traveling', 'more', 'than', '4', 'times', 'a', 'year', '.', '😫']",-1,Sadness,ADJ
"['care', 'to', 'explain', '?', '👇']",0,Surprise,ADP
"['dark', 'liquor', 'be', 'having', 'me', 'to', 'aggressive', '😩']",-1,Sadness,VERB
"['nervous', 'what', 'will', 'happen', 'if', 'kevin', 'looses', '...', '😟']",-1,Fear,ADJ
"['idc', 'idc', 'i', 'was', 'born', '2001', ',', 'i', 'don', '’', 't', 'fit', 'in', 'wit', 'that', 'generation', '🧐', 'and', 'most', 'of', 'these', '90s', 'gene', '…']",0,Surprise,ADJ
"['warm', 'up', 'set', '😴']",-1,Sadness,ADJ
"['thank', 'you', 'man', '😂', 'team', 'oldies', 'na', 'kami', 'ni', 'joh']",1,Joy,VERB
"['the', 'daily', '🏜']",0,Surprise,NOUN
"['📈', 'green', 'lantern', 'corps', '.', 'targets', 'ryan', 'reynolds', ',', 'tom', 'cruise', '&', 'bradley', 'cooper', '?']",1,Joy,NOUN
"['🙌', 'yasss', ""it's"", 'time', 'for', 'a', 'great', 'show', 'rollembergj', ':', 'alôoooo']",1,Joy,ADJ
"['i', 'hope', ""you're"", 'okay', 'im', 'always', 'here', 'for', 'you', '!', '❤', '️']",1,Love,VERB
"['took', 'dexter', 'to', 'the', 'dog', 'park', 'today', ',', 'his', 'favorite', 'part', 'was', 'sneaking', 'out', '🙃']",-1,Fear,ADJ
"['that', '’', 's', 'one', 'sunday', 'i', '’', 'd', 'enjoy', ',', 'looking', 'at', 'your', 'beautifulness', '❤', '️']",1,Love,VERB
"['ttae', 'likes', '💑']",1,Love,NOUN
"['we', 'have', 'decided', 'to', 'stan', 'forever', '💐']",1,Joy,NOUN
"['stump', 'trivia', 'is', 'hosting', 'tonight', 'starting', 'at', '7:30', 'pm', '!', 'prize', 'to', 'the', 'first', 'place', 'team', '🏆', '…']",1,Joy,NOUN
"['whats', 'with', 'the', 'keep', '❤', 'my', 'i', 'dont', 'want', 'to', 'see', 'anything', 'of', 'yours', 'camgirl', 'scamgirl']",1,Love,ADJ
"['no', 'fr', 'or', 'just', 'talkin', 'bout', 'sum', 'mess', '🙄']",-1,Disgust,ADJ
"['don', '’', 't', 'be', 'so', 'disgusting', 'to', 'say', 'that', 'if', 'you', 'want', 'to', 'know', 'anything', 'about', 'me', ',', 'you', 'can', '😹', 'not', 'even', 'my', 'bestfriend', 'knows', 'everything', '(-:']",0,Surprise,ADJ
"['don', '’', 't', 'miss', 'your', 'last', 'chance', 'to', 'sign', 'up', '!', 'path', '2pro', '📖', ':', '…', 'apply', ':', '…']",0,Surprise,NOUN
"['in', 'love', 'with', 'you', '.', '❤', '️']",1,Love,VERB
"['that', '’', 's', 'the', 'only', 'way', 'to', 'get', 'through', 'them', 'tbh', '😂']",1,Joy,VERB
"['doing', 'a', 'giveaway', 'of', 'watercolor', 'originals', '&', 'my', 'inktober', 'artbook', '!', '✨', '3', 'winners', '(', 'one', 'from', 'here', ',', 'instagram', '&', 'patreon', ';', 'you', 'can', 'enter', '…']",1,Joy,NOUN
"['sehun', 'walking', 'out', 'of', 'that', 'door', 'and', 'waving', 'to', 'fans', 'like', 'a', 'king', 'he', 'is', '👑']",1,Joy,NOUN
"['and', 'he', 'refused', 'to', 'pick', 'me', 'up', 'at', 'my', 'pick', 'up', 'spot', '🙄']",-1,Disgust,ADJ
"['lizzie', 'mcguire', '’', 's', 'mom', 'should', 'have', 'left', 'the', 'dad', 'and', 'taken', 'custody', 'of', 'the', 'kids', 'bc', 'he', 'is', 'a', 'misogynist', 'and', 'annoying', '🙃']",-1,Disgust,ADJ
"['lituation', 'loading', 'at', 'the', 'super', 'boo', '...', '🍒', '…']",1,Joy,NOUN
"['i', '’', 'll', 'try', 'not', 'to', '😌']",1,Joy,ADJ
"['now', 'we', 'need', 'calum', 'to', 'tweet', 'this', 'and', ""we're"", 'done', '💖']",1,Love,NOUN
"['me', 'annoying', 'my', 'mans', 'who', '’', 's', 'not', 'really', 'my', 'mans', '🤧']",-1,Fear,ADJ
"['your', 'words', ',', 'not', 'mine', '😉']",1,Joy,ADJ
"['hhp', 'gave', 'us', 'good', 'damn', 'music', '🔥']",1,Joy,NOUN
"['we', 'should', 'just', 'do', 'whatever', 'we', 'want', '&', 'tell', 'everyone', 'that', 'we', 'fell', 'in', 'love', 'with', 'eachother', '💛']",1,Love,ADJ
"['ifb', 'fast', '🐡']",0,Surprise,NOUN
"['this', 'week', 'has', 'been', 'a', 'shocker', '.', '😔']",-1,sadness,ADJ
"['alert', '🚨', 'this', 'month', 'is', '$', '2', 'vodka', 'lemonades', 'stay', 'on', 'top', 'friends']",-1,Fear,NOUN
"['broke', 'his', 'own', 'foot', '😂']",1,Joy,VERB
"['happy', 'first', 'wedding', 'anniversary', 'to', 'mr', '&', 'mrs', 'malone', '💕', 'enjoy', 'your', 'special', 'day', 'together', ',', 'but', 'most', 'importantly', ',', 'enjoy', 'seany', 'k', 'tonig', '…']",1,Love,NOUN
"['i', 'knooo']",0,Surprise,VERB
"['still', ""haven't"", 'got', 'your', 'copy', '?', 'dm', '.', '😊']",1,Joy,ADJ
"['are', 'you', 'ready', 'to', 'collapse', 'youtube', 'and', 'beat', 'a', 'new', 'record', '?', '😏']",1,Joy,ADJ
"['ugh', ',', 'they', '’', 're', 'so', 'beautiful', '.', '📷', ':']",1,Joy,NOUN
"['😩', 'grandma', 'cooking', 'and', 'i', 'can', '’', 't', 'eat']",-1,Sadness,ADJ
"['look', 'at', 'those', 'views', '😍']",1,Love,VERB
"['fab', '!', '!', 'they', 'look', 'great', '👍']",1,Joy,ADJ
"['start', 'international', ""women's"", 'day', 'with', 'british', 'female', 'acceptance', 'speech', '🏆', 'a', 'win', 'for', 'dua', ',', 'and', 'a', 'win', 'for', 'girl', 'powe', '…']",1,Joy,NOUN
"['splash', 'mountain', 'with', 'the', 'sunset', 'behind', 'it', 'makes', 'for', 'a', 'beautiful', 'photo', '.', '😍']",1,Love,ADJ
"['so', 'happy', 'and', 'contented', 'baby', '👄']",1,Joy,NOUN
"['barcelona', 'been', 'dope', 'but', 'ready', 'to', 'get', 'back', 'in', 'the', 'studio', '.', 'atl', 'tomorrow', '.', '✈', '️']",1,Joy,NOUN
"['but', 'i', 'was', 'down', 'and', 'out', 'like', 'last', 'weekend', ',', 'tell', 'me', 'where', 'have', 'you', 'been', '🙃']",-1,Fear,ADJ
"['half', 'bag', 'of', 'pure', 'water', 'is', '100naira', '😭']",-1,Sadness,VERB
"['happy', 'friday', 'to', 'all', 'you', 'yogis', 'out', 'there', '!', 'go', 'on', ',', 'get', 'that', 'last', 'session', 'in', 'before', 'the', 'weekend', '.', '💪']",1,Joy,ADJ
"['i', '’', 'm', 'back', '😈']",1,Joy,ADJ
"['woke', '👁']",0,Surprise,NOUN
"['aghh', 'i', 'just', 'met', 'and', 'rn', '😅', 'too', 'bad', 'patrick', 'was', 'asleep']",0,Surprise,ADJ
"['cheeeeeeeeeeeeee', '⚡', '️vibranium', 'hook', '!']",1,Joy,NOUN
"['should', 'be', 'charged', 'with', 'a', 'crime', '?', 'it', '’', 's', 'like', 'yelling', 'fire', 'in', 'a', 'crowded', 'theater', '🤔']",-1,Disgust,ADJ
"['shout', 'out', 'to', 'for', 'your', 'generosity', 'to', 'our', 'bronco', 'family', '!', '🔷', '…']",1,Joy,ADJ
"['waiting', '|', '25,26', '🇰🇼', '❤', '️', '!']",1,Love,PROPN
"['so', 'annoying', '😂']",1,Joy,VERB
"['if', 'u', 'wanna', 'pay', 'the', 'airfare', 'i', 'would', 'be', 'proud', 'to', 'be', 'your', 'prom', 'date', '😉']",1,Joy,ADJ
"['when', 'they', 'say', 'a', 'wait', 'time', 'of', 'less', 'than', '20', 'mins', 'but', 'you', '’', 've', 'been', 'on', 'hold', 'for', '35', '🙄']",-1,Disgust,ADJ
"['therapy', '!', 'enjoy', '😊']",1,Joy,ADJ
"['thats', 'fine', '😊']",1,Joy,ADJ
"['have', 'y', '’', 'all', 'listened', 'to', 'the', 'black', 'panther', 'album', 'yet', '?', 'como', 'se', 'dice', '...', 'fuego', '🔥']",1,Joy,NOUN
